27.7128,77.9423,100.459,107.387,109.119,109.119,109.119,109.119,171.473,171.473,171.473,171.473,128.172,128.172,128.172,128.172,128.172,124.708,96.9948,25.9808,69.282,114.315,135.1,142.028,142.028,142.028,142.028,0,0,0,0,0,0,166.277,166.277,166.277,166.277,162.813,135.1,65.8179,31.1769,76.2102,96.9948,102.191,103.923,103.923,103.923,103.923,43.3013,43.3013,171.473,171.473,128.172,128.172,128.172,128.172,128.172,124.708,96.9948,25.9808,69.282,114.315,135.1,142.028,142.028,142.028,142.028,0,0,0,0,0,0,166.277,166.277,166.277,166.277,162.813,135.1,65.8179,31.1769,76.2102,96.9948,102.191,103.923,103.923,103.923,103.923,171.473,171.473,171.473,77.9423,77.9423,77.9423,77.9423,77.9423,77.9423,74.4782,46.7654,24.2487,
62.3538,129.904,164.545,174.937,178.401,180.133,180.133,39.8372,100.459,100.459,100.459,100.459,124.708,199.186,199.186,199.186,197.454,190.526,154.153,69.282,43.3013,100.459,129.904,138.564,142.028,142.028,105.655,0,0,0,0,0,0,124.708,166.277,166.277,166.277,157.617,121.244,38.1051,74.4782,133.368,161.081,171.473,173.205,174.937,174.937,161.081,114.315,6.9282,100.459,100.459,124.708,199.186,199.186,199.186,197.454,190.526,154.153,69.282,43.3013,100.459,129.904,138.564,142.028,142.028,105.655,0,0,0,0,0,0,124.708,166.277,166.277,166.277,157.617,121.244,38.1051,74.4782,133.368,161.081,171.473,173.205,174.937,174.937,107.387,100.459,100.459,100.459,24.2487,148.956,148.956,148.956,148.956,147.224,138.564,102.191,15.5885,
83.1384,161.081,204.382,219.97,225.167,226.899,226.899,53.6936,53.6936,53.6936,53.6936,53.6936,53.6936,245.951,245.951,245.951,244.219,232.095,190.526,98.7269,24.2487,90.0666,124.708,136.832,140.296,142.028,0,0,0,0,0,0,0,0,166.277,166.277,164.545,154.153,112.583,19.0526,102.191,168.009,202.65,216.506,219.97,221.702,221.702,161.081,161.081,53.6936,53.6936,53.6936,53.6936,245.951,245.951,245.951,244.219,232.095,190.526,98.7269,24.2487,90.0666,124.708,136.832,140.296,142.028,0,0,0,0,0,0,0,0,166.277,166.277,164.545,154.153,112.583,19.0526,102.191,168.009,202.65,216.506,219.97,221.702,221.702,53.6936,53.6936,53.6936,53.6936,53.6936,195.722,195.722,195.722,195.722,193.99,181.865,136.832,39.8372,
91.7987,176.669,223.435,242.487,247.683,251.147,251.147,29.4449,29.4449,29.4449,29.4449,29.4449,29.4449,270.2,270.2,270.2,266.736,254.611,209.578,114.315,12.1244,83.1384,121.244,135.1,140.296,142.028,0,0,0,0,0,0,0,0,166.277,166.277,164.545,150.688,107.387,10.3923,116.047,187.061,223.435,239.023,244.219,245.951,245.951,185.329,185.329,29.4449,29.4449,29.4449,29.4449,270.2,270.2,270.2,266.736,254.611,209.578,114.315,12.1244,83.1384,121.244,135.1,140.296,142.028,0,0,0,0,0,0,0,0,166.277,166.277,164.545,150.688,107.387,10.3923,116.047,187.061,223.435,239.023,244.219,245.951,245.951,29.4449,29.4449,29.4449,29.4449,29.4449,219.97,219.97,219.97,219.97,216.506,202.65,154.153,51.9615,
95.2628,183.597,232.095,252.879,259.808,263.272,17.3205,15.5885,15.5885,15.5885,15.5885,15.5885,15.5885,15.5885,284.056,282.324,278.86,265.004,219.97,121.244,6.9282,79.6743,117.779,133.368,140.296,0,0,0,0,0,0,0,0,0,0,166.277,162.813,148.956,103.923,5.19615,122.976,195.722,233.827,249.415,256.344,258.076,199.186,199.186,15.5885,15.5885,15.5885,15.5885,15.5885,15.5885,284.056,282.324,278.86,265.004,219.97,121.244,6.9282,79.6743,117.779,133.368,140.296,0,0,0,0,0,0,0,0,0,0,166.277,162.813,148.956,103.923,5.19615,122.976,195.722,233.827,249.415,256.344,258.076,15.5885,15.5885,15.5885,15.5885,15.5885,15.5885,15.5885,233.827,233.827,232.095,228.631,214.774,162.813,57.1577,
98.7269,187.061,237.291,258.076,266.736,129.904,10.3923,8.66025,8.66025,8.66025,8.66025,8.66025,8.66025,8.66025,216.506,289.252,285.788,271.932,225.167,126.44,3.4641,76.2102,116.047,133.368,102.191,0,0,0,0,0,0,0,0,0,0,124.708,162.813,148.956,102.191,3.4641,126.44,199.186,239.023,256.344,261.54,251.147,204.382,98.7269,8.66025,8.66025,8.66025,8.66025,8.66025,8.66025,216.506,289.252,285.788,271.932,225.167,126.44,3.4641,76.2102,116.047,133.368,102.191,0,0,0,0,0,0,0,0,0,0,124.708,162.813,148.956,102.191,3.4641,126.44,199.186,239.023,256.344,261.54,197.454,10.3923,8.66025,8.66025,8.66025,8.66025,8.66025,8.66025,116.047,240.755,239.023,235.559,219.97,168.009,60.6218,
98.7269,188.794,239.023,261.54,10.3923,6.9282,6.9282,5.19615,5.19615,5.19615,5.19615,5.19615,5.19615,5.19615,5.19615,6.9282,289.252,275.396,226.899,128.172,1.73205,76.2102,116.047,10.3923,3.4641,0,0,0,0,0,0,0,0,0,0,0,3.4641,148.956,102.191,1.73205,128.172,202.65,242.487,258.076,204.382,207.846,6.9282,5.19615,5.19615,5.19615,5.19615,5.19615,5.19615,5.19615,5.19615,6.9282,289.252,275.396,226.899,128.172,1.73205,76.2102,116.047,10.3923,3.4641,0,0,0,0,0,0,0,0,0,0,0,3.4641,148.956,102.191,1.73205,128.172,202.65,242.487,258.076,10.3923,6.9282,6.9282,5.19615,5.19615,5.19615,5.19615,5.19615,5.19615,5.19615,5.19615,242.487,239.023,223.435,169.741,62.3538,
98.7269,48.4974,39.8372,19.0526,10.3923,5.19615,5.19615,3.4641,3.4641,3.4641,3.4641,3.4641,3.4641,3.4641,3.4641,5.19615,8.66025,22.5167,154.153,129.904,20.7846,39.8372,27.7128,10.3923,3.4641,0,0,0,0,0,0,0,0,0,0,0,3.4641,17.3205,65.8179,39.8372,129.904,161.081,183.597,91.7987,8.66025,5.19615,5.19615,3.4641,3.4641,3.4641,3.4641,3.4641,3.4641,3.4641,3.4641,5.19615,8.66025,22.5167,154.153,129.904,34.641,67.55,25.9808,10.3923,3.4641,0,0,0,0,0,0,0,0,0,0,0,3.4641,17.3205,65.8179,39.8372,129.904,135.1,31.1769,15.5885,8.66025,5.19615,5.19615,3.4641,3.4641,3.4641,3.4641,3.4641,3.4641,3.4641,3.4641,5.19615,8.66025,98.7269,171.473,62.3538,
181.865,91.7987,39.8372,17.3205,8.66025,5.19615,3.4641,3.4641,3.4641,3.4641,3.4641,3.4641,3.4641,3.4641,3.4641,3.4641,8.66025,22.5167,265.004,164.545,34.641,39.8372,79.6743,96.9948,103.923,0,0,0,0,0,0,0,0,0,0,0,3.4641,19.0526,65.8179,166.277,145.492,71.0141,31.1769,13.8564,6.9282,5.19615,3.4641,3.4641,3.4641,3.4641,3.4641,3.4641,3.4641,3.4641,3.4641,3.4641,8.66025,22.5167,69.282,169.741,142.028,67.55,27.7128,10.3923,3.4641,0,0,0,0,0,0,0,0,0,0,0,3.4641,19.0526,65.8179,166.277,145.492,71.0141,31.1769,13.8564,6.9282,5.19615,3.4641,3.4641,3.4641,3.4641,3.4641,3.4641,3.4641,3.4641,3.4641,5.19615,8.66025,24.2487,77.9423,187.061,
181.865,90.0666,39.8372,17.3205,8.66025,5.19615,3.4641,3.4641,1.73205,1.73205,1.73205,1.73205,1.73205,1.73205,1.73205,3.4641,161.081,311.769,265.004,164.545,34.641,39.8372,79.6743,96.9948,103.923,107.387,53.6936,0,0,0,0,0,0,0,0,0,3.4641,19.0526,65.8179,166.277,145.492,71.0141,31.1769,13.8564,6.9282,3.4641,3.4641,1.73205,1.73205,1.73205,1.73205,1.73205,1.73205,1.73205,1.73205,3.4641,6.9282,22.5167,69.282,169.741,142.028,67.55,27.7128,10.3923,3.4641,0,0,0,0,0,0,0,0,0,0,0,3.4641,19.0526,65.8179,166.277,145.492,71.0141,31.1769,13.8564,6.9282,3.4641,3.4641,1.73205,1.73205,1.73205,1.73205,1.73205,1.73205,1.73205,3.4641,3.4641,8.66025,24.2487,76.2102,187.061,
