75.846,56.3196,58.9525,61.1646,59.4713,59.4563,69.1678,88.9022,99.0549,75.5678,51.6023,51.8698,52.3294,52.3513,52.3513,52.3513,52.3865,51.7329,79.5207,102.401,96.3309,74.1914,47.053,44.7771,46.5621,44.1673,44.7947,45.3161,44.2026,50.4388,70.3356,88.6328,75.4147,53.3816,51.559,67.3316,91.1394,80.8047,47.6155,42.1854,43.5532,77.1859,83.7918,54.3596,51.737,52.135,52.1613,52.1613,52.1613,52.1613,52.1613,52.1613,52.1613,52.0145,52.6278,68.0871,
66.1441,35.5935,38.7586,43.0152,41.926,41.6154,39.3289,37.4411,42.6819,31.4567,14.8807,11.4318,12.1543,12.2198,12.2198,12.2198,12.2594,10.893,22.3878,37.5061,41.457,27.9529,12.8661,18.6026,20.2755,16.0277,17.3562,17.2911,12.3099,25.9425,31.4557,49.5741,51.123,29.4493,24.6196,30.9287,41.1936,32.0334,13.9344,13.3329,11.5366,42.1734,52.4705,24.5426,11.6182,12.04,12.1852,12.1875,12.1875,12.1875,12.1875,12.1823,12.7955,19.5227,31.488,60.6265,
89.1656,44.8308,46.261,44.3872,41.8409,41.3771,38.5393,32.8168,31.3115,21.1048,7.06872,3.66952,4.4714,4.77063,4.8431,4.8431,4.79849,6.98104,24.861,40.8142,32.9942,17.2486,11.5556,19.8351,23.5943,22.3288,24.5108,20.6198,12.3013,23.9493,29.3495,39.2773,46.5284,36.9955,33.9359,36.6705,34.6261,24.0788,14.9409,13.4133,16.093,41.6545,50.7824,25.8384,8.25281,5.8413,4.72918,4.75108,4.84073,4.8431,4.84073,4.88269,13.6831,33.3905,43.5361,69.4368,
96.7723,37.9388,31.4373,25.4008,22.7759,21.9673,21.8514,19.7889,16.906,10.5644,3.23933,2.25719,2.85316,3.408,3.80582,3.87767,5.81461,20.0087,40.8316,40.4602,23.908,17.3587,23.1211,30.1752,30.8533,26.873,26.2255,26.9438,32.8639,41.73,42.6948,45.5751,44.4733,34.0356,32.3823,34.0399,35.9473,37.8332,38.3604,37.4902,35.8756,38.2207,37.2369,28.8183,21.233,15.059,7.06856,3.42984,3.75938,3.9478,3.84651,6.02573,28.0644,45.4751,34.1035,53.0358,
68.5438,18.4955,11.5734,6.55167,4.7494,4.34126,4.93089,5.77078,4.97429,2.98479,1.92711,1.984,2.17956,2.5801,3.13979,4.37297,13.7798,35.9431,43.6527,31.241,28.7946,34.5654,40.0627,39.8761,34.9165,26.0514,22.2574,30.131,46.4526,59.1068,57.391,46.3118,33.0507,22.6372,21.5233,26.8294,35.342,42.4524,43.7025,42.7842,39.7906,28.5928,23.3987,31.1926,34.0972,27.5965,12.7943,3.62789,3.00719,3.60577,4.53173,12.7578,38.6363,39.4473,15.8266,46.5209,
45.4834,6.88257,2.81467,1.83669,2.98616,4.92032,7.26025,9.00132,7.74411,4.46585,1.95368,1.98833,1.99199,2.07618,2.35163,7.67664,26.8053,42.9494,42.4056,39.7669,41.4844,37.2676,31.3217,26.1502,22.5673,19.8207,23.6694,29.9637,36.2351,52.4034,54.6784,32.6029,14.7755,10.0874,10.2665,14.2809,19.8424,20.1512,17.5737,17.9337,25.6424,23.4318,22.6363,29.8666,29.993,30.0385,17.134,3.98162,2.1433,3.76667,11.7131,29.2406,39.8324,27.6127,14.4373,48.1803,
46.865,9.7397,6.62227,6.28686,13.7068,19.5705,24.742,32.1302,31.6745,19.9356,6.31695,2.02489,1.98833,1.98833,2.06093,13.1469,34.8571,43.432,43.179,42.2441,28.742,15.7986,8.88945,5.69417,5.31087,9.02963,16.498,19.8537,19.6406,38.486,43.174,20.4775,4.21069,2.27257,2.52111,3.73136,4.50698,3.99754,3.23642,9.37437,23.8435,25.4474,21.4,22.1563,24.3083,26.7879,15.5305,3.19913,2.21102,9.31995,30.152,43.3295,30.3489,20.9039,23.2875,53.1518,
60.3031,37.3008,32.9229,29.402,34.9203,36.382,33.8858,35.0642,40.7603,39.0367,18.4289,3.08958,1.98297,1.98833,2.00067,10.7434,25.4437,33.1974,31.1705,21.2187,7.90336,3.29233,1.84302,1.40565,1.39144,2.81737,7.99468,11.0315,9.41598,28.8947,36.3661,16.8862,3.00245,1.4883,1.3164,1.39937,1.43952,1.40834,1.50818,8.94068,29.8279,33.2112,24.6867,26.138,31.1227,26.4709,9.41871,2.24981,2.65446,13.8391,38.6543,39.7422,19.7804,21.0933,23.7016,56.3527,
81.8458,46.0668,41.9689,38.6724,33.6029,28.1724,23.8598,18.6488,25.0597,43.4007,34.2699,9.87228,2.11534,1.98833,1.94773,3.36199,7.77331,13.0765,11.6512,5.33762,2.16026,1.47597,1.4467,1.47832,1.52098,2.70253,12.1583,16.5612,12.0354,26.9116,33.382,16.1648,5.63592,1.86314,2.21105,3.90087,4.78366,3.32994,2.89438,7.70104,22.4828,32.5067,33.5245,37.9779,33.7811,20.3797,5.04696,1.94509,4.03021,16.9193,34.7628,28.8421,13.1134,14.4338,12.922,54.2914,
86.091,21.9118,18.9002,20.2732,17.511,15.0372,15.5982,13.6808,14.4315,32.2179,43.7254,29.2452,10.5047,3.17995,1.99176,1.93812,2.2536,2.70527,2.39265,1.79031,1.94066,4.6219,8.30373,9.4996,7.91234,6.96421,12.5338,13.7171,20.2487,32.3167,31.827,19.086,11.3147,3.21825,6.40065,19.3854,28.9341,22.3215,19.8905,20.8401,15.8573,24.7988,36.839,41.0532,29.0148,10.965,2.61316,1.91771,6.53786,26.6261,38.1981,22.4444,7.02578,6.92426,8.96198,52.3814,
80.5042,11.5724,9.20283,11.4881,17.8432,19.8068,18.0549,15.5841,12.5401,18.0822,33.5404,38.5673,27.235,11.3596,3.26218,1.98272,1.98523,3.44802,6.24843,9.60867,12.8577,25.7086,36.1635,33.3508,25.8616,20.2072,16.6461,11.2574,31.9849,40.3059,22.8649,16.6652,15.6724,7.3572,7.42013,25.0122,43.3019,37.6163,30.0431,25.1566,11.4357,13.8484,24.8726,26.3306,15.4082,3.85851,1.91315,2.20768,8.22234,30.1955,37.587,19.0487,4.87565,5.2645,8.19369,48.9316,
83.7767,15.1459,15.2575,15.9315,18.1571,16.8397,12.9159,11.1919,10.3819,11.4717,18.1353,29.6254,32.7638,21.033,8.5605,2.05463,2.97564,16.8556,32.0713,36.9244,39.1719,43.3621,40.3042,34.2478,30.7745,30.6545,31.2322,28.3332,44.7731,42.2435,12.3716,9.47528,17.376,14.6013,5.77052,12.2376,25.5658,24.9997,18.0539,12.8486,4.40964,3.35453,7.63265,8.26598,4.24356,2.64187,5.23825,9.02209,16.8531,29.5912,30.171,16.0231,4.85768,6.16216,9.27529,47.3172,
80.2469,19.8904,16.8764,12.2867,9.09078,5.51179,2.68085,2.60691,6.79736,12.7562,15.828,21.0142,24.7987,24.0243,13.8825,2.54088,4.51174,29.1455,47.0643,42.1884,37.5831,34.6599,23.3435,17.5952,20.5112,22.9694,30.1309,48.0001,56.5143,37.7672,14.9994,13.5344,19.3919,19.6833,9.32481,4.20233,6.51701,6.39176,3.90771,2.19601,1.1643,0.849177,1.35647,1.74487,2.79735,13.5689,28.1546,29.6293,29.3078,31.6496,22.7171,10.6969,6.5391,11.1035,18.9304,50.507,
58.386,13.1671,7.51455,2.86629,1.67903,1.18416,1.0516,3.1283,10.4984,19.651,23.1522,21.4697,24.5914,26.1972,14.265,2.78946,4.56881,29.3632,41.1613,27.6726,19.3147,22.6918,17.8955,12.2315,14.6219,12.8878,26.1734,62.6441,65.9005,30.8864,17.8993,17.4806,18.6466,21.2347,17.5324,13.8868,15.3653,9.07458,1.87556,1.39163,1.42171,1.46476,1.51381,1.8444,9.47945,33.61,47.5406,35.8322,27.7488,22.1922,14.2539,11.6373,14.9093,26.1236,35.2834,48.1518,
39.9078,5.02825,1.9353,1.2902,1.84693,2.84551,4.63942,8.40399,16.5075,26.796,28.0565,25.7508,30.2202,25.9393,11.3402,2.6092,6.09223,29.2101,37.5549,24.7196,18.48,19.0113,12.2304,6.96031,10.8833,10.0292,35.213,65.1575,58.122,24.7841,14.0608,13.0766,15.027,23.994,34.8908,40.1513,38.1166,22.5951,5.43796,1.70056,1.79,1.80833,1.82983,2.9052,19.0545,43.9769,46.0248,27.8724,21.1585,15.9436,13.1646,22.4761,32.9249,35.2566,31.7098,34.7484,
39.0948,4.74547,4.5864,7.8826,9.73837,9.96813,15.4294,20.3163,23.6643,28.681,30.2041,29.4845,28.7806,23.3373,16.0106,10.1835,14.4283,30.8384,37.5124,27.3604,19.0011,15.0305,9.5346,4.18706,6.76087,7.50839,38.5744,55.3824,42.9156,22.9765,11.5263,9.74421,10.2193,31.1245,49.6433,47.0582,39.8267,26.1106,9.23697,1.88194,1.96238,1.9786,1.97754,3.96244,17.9428,35.3065,40.7581,31.0902,22.7536,19.723,20.9444,27.7783,30.8475,22.2785,12.1187,23.4233,
52.3867,9.70693,12.2127,19.5474,25.2296,25.1943,28.6054,26.9451,23.1019,22.0299,26.7352,27.7262,27.8673,30.5082,32.997,28.302,24.3154,28.9901,36.7424,32.9847,21.2798,14.2673,11.309,5.92963,7.85933,10.1539,32.3673,42.5432,34.9704,22.4558,11.7999,9.89213,9.87927,35.6482,47.6117,35.2781,30.3264,21.8656,7.71758,1.90191,1.98833,1.98833,1.97916,3.19196,8.66651,17.7121,25.3646,23.4045,17.8326,17.3602,19.0054,16.9675,10.8949,5.09163,2.93336,21.4078,
82.5112,24.7415,23.9539,26.5246,28.638,26.5229,23.8422,18.5379,15.1327,14.9908,22.2231,26.2997,29.8619,31.5486,29.8585,30.8452,28.7015,26.9144,29.1119,25.2296,16.8862,14.4728,12.1893,7.11379,8.00633,12.063,31.4257,36.9907,31.0449,21.9148,11.7042,10.5301,10.1548,30.9261,39.7947,32.4973,30.8999,20.0995,3.97841,1.864,1.98833,1.98833,1.98833,1.99501,3.13271,5.45741,6.35708,5.98657,6.62307,7.96161,7.41176,4.75638,2.55089,1.77483,2.01291,21.5692,
86.9336,40.0043,30.8641,24.0043,19.2239,14.4805,9.71987,8.64072,10.2237,12.8445,19.7538,25.2731,24.2118,17.769,11.9228,14.9582,19.1688,20.1052,18.1454,15.3956,14.3285,14.0577,10.1891,5.25801,4.66594,9.0165,38.9891,45.1082,31.0703,21.9875,11.1298,9.39824,9.95276,27.4825,36.5737,33.2654,31.702,19.7574,3.37374,1.89122,1.98833,1.98833,1.98833,1.98459,1.90291,1.83246,1.81642,1.76653,1.80919,1.93455,1.85329,1.70172,1.74167,1.89495,2.21875,21.649,
63.9425,35.9778,31.152,26.0673,24.0824,20.9057,13.6506,10.0747,12.4147,15.3214,16.1494,15.5398,12.0515,7.86514,5.53911,5.46425,7.21386,9.99961,11.4548,15.6802,17.5264,14.8681,9.25235,5.21981,4.76028,8.70912,47.5696,55.9038,32.7788,22.2743,11.2388,9.16006,10.5911,34.4284,42.8667,31.1583,35.0908,26.7822,6.54258,1.91601,2.0882,2.27799,2.25746,2.0416,1.98833,1.98833,1.98833,1.98833,1.98086,1.95471,1.9323,1.95471,1.98086,1.98833,2.23941,21.6244,
47.4033,17.8194,20.9658,24.3536,29.5784,29.9638,26.2077,18.228,13.4998,14.7921,13.0542,9.03469,5.36641,5.53944,4.66661,4.53603,6.41855,9.04013,10.3643,13.2051,15.4761,14.7035,12.8298,13.6106,16.8251,18.6924,54.3764,62.4775,34.0142,22.3711,11.4582,10.142,10.7169,33.9341,39.9568,24.2759,37.616,35.6652,13.0582,2.47605,6.14891,9.06811,7.44222,3.81208,2.06075,1.99199,1.98833,1.98833,1.98833,1.98833,1.98833,1.98833,2.00832,3.33234,9.13504,34.6204,
45.53,6.80486,6.79152,12.4801,17.8621,22.9042,31.9469,31.6641,21.1907,14.745,11.2854,10.5467,6.6719,5.33754,4.99169,6.01005,9.5679,11.6127,9.53428,8.77543,9.58726,14.6087,27.1373,40.43,47.0133,51.4231,70.683,60.44,30.2829,22.2718,11.7242,10.709,10.168,23.1614,25.7862,20.3065,37.7293,38.767,17.6613,5.06494,17.2105,26.2581,21.7503,9.84337,2.62091,2.01761,1.98833,1.98833,1.98833,1.98833,1.98833,2.00264,3.86331,16.1262,37.4938,68.2892,
46.0558,6.26335,2.20895,2.35153,3.27912,8.20892,21.6116,31.8469,31.4198,25.7432,20.1455,18.309,15.2757,9.48285,6.82827,12.4758,22.0242,23.005,18.5682,14.3457,10.6434,20.3303,43.7151,55.1927,52.971,65.989,66.1129,37.4935,24.0558,22.1688,11.3646,10.1422,10.1359,20.1903,32.0811,38.1492,41.8387,31.7541,15.1905,14.9408,35.5679,43.2467,35.0354,17.1591,3.36194,2.01938,1.98833,1.98833,1.98833,1.98833,1.98833,2.48374,12.7643,36.643,55.9997,71.161,
46.1779,6.46954,2.31302,1.91412,1.8013,2.28794,7.29984,17.1561,27.8023,33.5308,32.9116,29.4904,30.1302,26.0731,18.2462,27.1796,39.5444,38.2764,29.0291,23.5141,20.9327,33.5914,46.6292,43.5126,43.1494,50.336,34.4476,13.931,20.903,21.9957,11.0516,9.20296,9.71957,29.9669,52.6747,51.2865,34.5126,17.336,8.19691,17.8364,36.1006,41.6806,32.883,15.466,3.07663,1.9772,1.98833,1.98833,1.98833,1.98833,1.98833,2.51704,13.0364,31.4375,34.5542,35.1804,
46.1779,6.47516,2.32773,1.98833,1.98833,1.93068,2.26373,5.49744,12.6341,20.9233,26.6871,27.0686,31.549,33.83,27.9983,36.8799,41.3387,30.7439,23.8185,26.2549,29.48,37.0238,41.8538,42.1587,44.845,33.4013,14.0535,8.04346,20.1794,22.4351,11.4141,8.92345,9.26792,35.7647,54.3129,36.6218,13.6627,5.20246,2.77336,8.90476,17.6047,21.5734,16.5313,7.14636,2.13766,1.96803,1.98833,1.98833,1.99565,1.99565,1.98833,2.07733,4.20633,8.46284,9.4653,23.8019,
46.1779,6.47516,2.32773,1.98833,1.98833,1.98833,1.95533,2.30998,4.04553,6.00654,8.42056,11.335,16.52,23.4627,30.1836,37.1213,26.9645,8.0542,7.69754,14.3189,20.3238,29.7336,41.9069,50.3088,40.6374,19.1332,8.59856,11.339,22.4755,25.6222,21.6094,19.2589,15.7761,33.4114,50.3443,33.9315,8.75665,1.89343,1.41554,2.29678,4.54179,5.83232,4.3628,2.37661,2.05732,3.70128,5.29606,5.89442,4.99757,3.33689,2.08306,1.97543,1.96318,2.17032,2.3794,21.3292,
46.3446,6.49576,2.32773,1.98833,1.98833,1.98833,1.98833,1.95098,1.84837,1.78848,1.94037,2.18554,5.92561,19.99,35.3797,32.8263,16.3577,2.34281,1.26982,3.64189,13.8657,32.3806,47.2199,50.8373,33.3949,14.3261,14.1483,21.6611,21.8235,18.8803,20.6669,19.2225,14.5084,22.9481,47.7781,51.1017,24.0388,5.33158,1.9216,1.76423,1.77671,1.78393,1.75984,1.90005,5.87635,22.3905,34.2564,33.7125,29.2323,20.1133,10.2801,4.08126,1.97623,1.95098,2.15038,21.5747,
47.2289,9.54731,5.00735,2.39665,1.98459,1.98833,1.98833,1.98833,1.98833,1.98833,1.96218,1.87666,7.97252,24.118,34.8792,24.3253,9.17325,1.55694,2.05044,9.8163,27.2719,45.5276,45.9631,38.0464,24.949,15.9976,23.1088,27.2146,15.3959,6.3458,7.74,7.0107,6.09786,10.1976,30.0561,52.7598,46.3698,18.4212,3.95972,2.08635,1.98833,1.98671,2.29384,4.57814,20.367,42.2061,45.7264,38.4601,36.9737,37.3579,29.1551,11.5988,2.30993,1.98833,2.22622,21.6451,
63.524,36.1653,29.2194,13.9581,4.10215,1.97014,1.98833,1.98833,1.98833,1.98833,1.98833,1.98114,6.99001,17.6136,23.2215,14.424,5.24622,2.26485,9.59423,26.535,43.2904,46.9445,33.1364,26.7701,21.9239,20.5416,28.2431,20.8114,7.50015,2.97699,3.43964,2.72596,3.32885,4.05962,12.9776,37.4857,56.8577,46.353,20.2876,3.69325,2.44884,4.58917,10.0372,19.8576,36.353,37.5154,21.7819,13.8096,20.018,38.3961,41.1471,18.3879,2.83263,1.98833,2.22622,21.6451,
