44.0082,26.2282,29.0207,27.4654,26.7584,26.511,27.0059,33.4038,46.5823,56.0132,30.314,26.3571,26.332,26.332,26.332,26.332,26.332,26.3209,31.0575,58.8506,61.7895,43.2539,32.0165,22.0571,22.6227,22.7288,22.6581,22.5874,22.5167,22.5167,21.8097,50.6265,52.2791,26.3461,26.0706,26.2577,50.4201,48.9656,33.711,23.6478,22.7641,22.753,66.551,29.6893,26.0843,26.0992,26.0992,26.0992,26.0992,26.0992,26.0992,26.0992,26.0992,26.0992,26.0733,26.0538,36.439,
22.552,3.1889,4.20086,3.59355,5.16373,4.78666,5.2315,4.52454,5.043,22.9156,4.79482,0.997472,0,0,0,0,0,0.714286,3.98002,18.6731,21.9027,15.8424,3.16346,5.05476,4.06502,3.35806,2.29762,2.75714,3.85293,1.6967,24.7789,25.2109,43.5225,6.04348,1.97126,4.82475,18.1212,17.4273,5.1992,4.38315,0.671611,5.9185,32.9157,17.5831,0.441028,0,0,0,0,0,0,0,0.288615,1.06788,1.57937,5.58992,16.8723,
33.5434,7.61409,12.8174,19.916,20.4915,20.2623,19.1721,13.9357,15.4588,14.8147,1.94572,0.606091,0,0,0,0,0,0.883353,1.19537,13.0851,28.5524,12.3442,3.41532,4.52454,3.45463,3.44916,3.94403,2.36831,2.50971,3.49945,28.8793,19.399,27.6069,18.0825,18.3405,18.6201,14.2858,9.76206,4.01607,4.31245,3.71154,10.429,29.5863,19.6832,0.789486,0.0816327,0.479291,0.523609,0,0,0,0.346338,0.947478,2.09692,17.2421,24.3265,33.7239,
53.8284,20.0531,22.5871,14.6066,12.6871,10.7698,12.8568,13.0438,10.4672,5.89295,1.1299,0.496198,0,0,0,0,0.834723,1.55262,6.10986,24.9197,10.5828,6.42592,3.14848,5.04233,5.98866,5.93099,8.53383,6.12377,5.47894,4.87802,26.4434,9.53496,21.7478,19.4148,15.9118,18.1375,13.3908,8.53299,5.06288,8.1679,7.25546,6.4478,22.419,16.2321,5.06221,4.23316,1.5104,1.09734,0,0,0.244898,0.800269,1.77542,19.4326,21.1796,4.77643,22.6423,
70.1992,12.326,3.59333,1.58215,0.868497,0.612245,1.01041,1.38267,1.31836,1.19647,0.612245,0.142857,0,0,0,0.395608,1.21568,6.24661,25.6899,10.8169,2.27474,5.02736,11.0037,21.2619,17.8307,15.4405,11.2115,9.3739,15.2527,56.1955,42.4544,28.3525,31.609,16.8351,12.9935,10.7384,15.6542,21.4837,33.3797,40.4851,30.2795,19.816,12.58,10.8454,14.3728,16.7908,7.60938,1.12133,0,0,0.630602,1.32927,4.16507,29.232,7.11528,5.38138,25.9343,
30.847,1.92692,1.37421,0.883953,0.530612,0.943906,1.12935,1.18994,1.36867,1.17364,0.446928,0.0492697,0,0,0,1.41421,2.53133,15.1347,11.9362,3.07102,15.2093,27.6455,22.8584,16.0024,9.58774,12.5449,13.104,16.6033,19.4423,30.2246,59.0543,31.6859,13.8174,3.44396,4.89211,8.63379,17.1031,12.9529,5.1861,4.54751,10.0395,11.9311,3.84675,8.60238,7.92722,15.6114,12.3499,1.39849,0.53022,0.262823,1.64269,3.05315,17.3654,18.1471,3.74962,5.03115,30.9112,
26.2525,0.841686,0.734694,0.70028,1.04417,4.37888,7.68806,9.86829,8.60614,4.38949,1.4207,0.506102,0,0,0,0.803771,8.48851,14.96,8.58718,26.6899,20.5511,3.89709,1.1273,0.933223,1.21979,1.5223,8.95656,22.5665,10.4386,10.4346,38.1787,21.6882,1.07403,1.02066,1.04022,1.40632,2.01505,1.17197,1.09529,1.42081,4.03758,15.125,8.32398,8.62276,7.30663,8.8762,11.062,1.0474,0.318132,1.46509,4.07577,12.7646,17.4239,6.88328,4.48117,7.35238,26.1811,
26.3811,3.53272,4.2355,2.40861,6.55983,20.2546,11.3531,14.4875,19.7774,28.1258,6.18774,1.25697,0.510204,0,0,0.922118,16.9562,15.3923,18.6116,12.1471,1.28386,1.35504,0.959433,0,0.768507,1.02186,4.16562,3.89292,1.26479,1.66152,35.0111,20.7974,1.01135,0,0.326531,0.571429,0.605242,0.380752,0,1.13525,13.343,25.8693,12.3485,9.55589,9.45133,14.0127,2.68213,1.45241,0.920512,1.19441,10.9985,17.3665,8.30737,3.96763,3.81758,8.72305,27.0718,
33.5168,27.8792,30.8179,28.7538,21.0354,18.2461,14.0503,9.43712,6.25158,18.5023,24.0285,1.62407,0.265306,0,0,1.35649,3.24436,7.28257,6.77633,1.14174,0.698229,0,0,0,0,0.748099,1.42678,6.08443,9.31195,1.7135,33.5418,17.707,1.26952,0.421568,0.571429,0.941676,1.20373,1.21218,1.21218,1,8.0769,29.6965,15.0703,15.1619,15.0419,17.9517,1.24868,0.907863,1.03611,1.52946,12.071,13.1439,4.20918,3.18132,3.85293,4.31641,35.2974,
47.414,8.15388,6.80146,7.83086,4.58787,4.29408,5.08187,5.11897,3.12358,7.5631,31.8792,7.01583,0.954565,0.874899,0.654512,0.070696,1.14821,1.21761,0.78364,0.22449,0.22449,0.673469,0.967886,1.01015,0.714286,0.693878,3.65447,20.0894,11.1029,6.07808,32.6826,11.1739,5.19499,1.31062,1.19807,2.636,5.32633,3.53219,1.38239,2.84999,7.94021,12.9083,18.4555,16.4284,18.0161,3.99751,1.15301,0,1.11074,4.16614,16.3801,11.809,2.79249,2.50971,2.12088,2.34822,30.0967,
