29.4449,39.2598,39.6447,44.456,55.2332,66.7802,73.5159,68.3198,63.3161,61.0067,58.6973,59.2746,57.9275,56.1954,54.0785,61.584,55.2332,55.0407,94.9556,166.988,189.199,194.112,145.438,69.8633,46.8386,46.9355,47.1601,47.1601,58.5361,57.9734,57.9734,57.9734,57.9734,57.9734,57.9734,57.9734,57.9734,57.9734,57.9734,57.9734,57.9734,53.5793,88.2588,79.605,61.2581,104.323,121.36,119.672,109.437,89.2376,66.4755,51.3916,73.7127,67.55,40.607,35.0259,34.641,35.2184,44.6484,50.6144,50.2295,50.2295,50.2295,50.2295,50.2295,50.2295,50.2295,50.2295,54.8483,79.6743,79.6743,77.5574,44.2635,50.294,77.4265,85.8086,153.32,159.308,159.379,59.8793,57.4347,57.4347,57.2064,56.9905,61.7154,149.567,226.484,201.384,155.313,113.93,80.4441,43.8786,35.7957,32.7165,39.7186,44.9882,44.4649,35.1689,72.9746,89.361,64.4426,72.6352,72.7466,73.1658,56.6549,56.8305,57.4347,57.4347,57.4347,57.4347,57.4347,57.4347,57.4347,57.4347,57.4347,57.4347,57.4347,57.4347,57.4347,57.4347,57.4347,57.4347,57.4347,57.4347,57.4347,57.4347,57.4347,57.4347,83.378,88.4576,88.4576,88.4576,80.0199,
36.758,64.6632,64.6632,71.0141,84.2931,98.5344,109.312,108.927,108.349,106.81,107.387,105.848,106.617,109.504,107.195,111.429,88.3346,103.923,144.145,223.542,251.802,260.872,198.163,93.0952,68.3447,67.8086,68.6801,69.1158,96.7574,96.7574,96.7574,96.7574,96.7574,96.7574,96.7574,96.7574,96.7574,96.7574,96.7574,96.7574,96.7574,90.1456,76.922,72.9895,78.4877,159.702,178.889,158.588,177.232,174.872,134.332,86.1567,113.548,110.081,77.3649,63.1236,62.1614,66.2028,82.5611,85.6403,83.1384,81.7913,81.4064,82.3686,82.3686,81.9837,81.9837,74.2857,46.7654,46.9578,47.3427,46.5729,25.9808,43.2378,120.009,105.227,93.8289,128.176,128.182,106.486,95.674,95.4475,94.7214,94.6364,100.448,193.447,291.614,276.159,215.898,166.854,112.006,67.9349,61.0067,51.9615,35.9379,14.2829,14.1488,21.3082,113.142,153.929,69.4144,72.1729,72.7878,80.612,95.1525,95.4176,95.9479,95.9479,95.9479,95.9479,95.9479,95.9479,95.9479,95.9479,95.9479,95.9479,95.9479,95.9479,95.9479,95.9479,95.9479,95.9479,95.9479,95.9479,95.9479,95.9479,95.9479,95.7653,116.355,126.696,126.651,129.44,122.958,
39.2598,67.9349,73.5159,84.678,98.9193,110.466,122.206,132.791,135.292,139.719,148.379,144.722,140.489,148.571,154.73,149.726,97.1873,124.13,151.266,207.679,255.799,259.853,183.036,80.6905,68.8379,68.7883,69.1158,81.401,96.7574,96.7574,96.7574,96.7574,96.7574,96.7574,96.7574,96.7574,96.7574,96.7574,96.7574,96.7574,96.7574,79.5439,75.8968,74.3561,66.3735,121.475,141.064,114.472,146.324,175.954,158.581,119.514,161.851,116.24,85.0629,74.4782,76.5951,86.0252,107.387,98.5344,91.6063,88.7195,86.2176,87.1799,87.3723,90.2591,88.7195,64.2783,46.7654,47.3427,48.1125,39.4523,25.4034,15.0111,83.5244,142.32,84.5622,127.258,128.182,120.892,94.6721,95.1787,94.5968,94.1396,102,176.916,271.617,292.648,238.896,179.171,110.659,66.7802,60.6218,58.8897,46.7654,17.892,14.4279,15.9337,86.4229,155.891,79.1432,72.0846,72.7518,90.3057,95.1525,95.7711,95.9479,95.9479,95.9479,95.9479,95.9479,95.9479,95.9479,95.9479,95.9479,95.9479,95.9479,95.9479,95.9479,95.9479,95.9479,95.9479,95.9479,95.9479,85.5873,73.5452,68.3649,79.9368,101.93,126.806,133.069,134.302,140.389,
38.6825,82.946,102.961,121.436,133.368,139.526,149.919,166.854,177.631,188.794,203.42,209.578,200.725,202.65,191.948,182.443,155.692,159.926,172.243,195.914,245.766,254.287,165.567,75.9252,68.1705,69.0973,78.3297,96.7574,96.7574,96.7574,96.7574,96.7574,96.7574,96.7574,96.7574,96.7574,96.7574,96.7574,96.7574,96.7574,93.7406,72.2973,73.1361,76.5689,70.9851,68.5229,86.0093,109.492,113.042,148.61,162.829,212.531,166.854,119.319,87.5648,85.4478,104.308,133.56,133.753,117.972,110.081,108.542,106.617,109.889,111.621,113.161,110.659,66.0104,44.456,46.7654,46.7654,23.8638,21.1695,12.5093,52.9274,138.787,89.3697,126.135,128.414,128.303,112.73,93.821,93.9146,94.5887,109.968,164.52,236.119,240.649,237.997,177.439,113.546,69.0896,61.3916,62.3538,66.3953,43.1562,18.3272,12.4552,60.5471,151.337,86.6949,72.4622,87.4652,95.1525,101.695,95.9479,95.9479,95.9479,95.9479,95.9479,95.9479,95.9479,95.9479,95.9479,95.9479,95.9479,95.9479,95.9479,95.9479,95.9479,95.9479,95.9479,95.9479,64.8663,49.3254,49.3254,49.3254,50.277,55.3211,120.061,132.248,129.14,129.54,
48.2608,44.7948,104.268,132.032,145.689,135.867,109.17,94.4792,155.185,116.733,175.184,249.594,188.247,148.102,63.0724,210.378,162.043,139.824,183.632,157.739,130.831,120.529,123.203,70.3809,99.7174,120.817,100.56,80.6991,69.9483,69.9483,80.6991,64.505,86.1424,64.505,80.6991,69.9483,69.9483,80.6991,64.505,86.1424,64.505,77.3927,66.6838,64.143,58.1894,60.5402,55.2125,76.3123,68.7113,130.47,147.136,151.006,128.515,99.6891,69.0896,53.886,79.4819,116.817,135.485,93.9156,118.549,86.6025,113.93,100.651,101.036,115.855,88.3346,59.0822,34.0637,44.8409,46.188,25.7883,35.4108,6.73575,42.2883,131.235,97.1859,122.008,128.389,128.669,114.946,83.1873,67.9405,83.9313,91.6773,141.199,162.95,153.027,157.104,124.323,86.2176,64.0859,42.1466,32.7165,55.4256,110.943,79.8937,42.0466,56.3342,138.008,76.126,91.2377,113.274,137.856,115.326,69.3642,69.3642,80.025,63.9653,85.424,63.9653,80.025,69.3642,69.3642,80.025,63.9653,85.424,63.9653,80.025,69.3642,69.3642,80.025,64.8663,49.3254,49.7361,49.9414,49.9414,50.301,49.0113,60.0681,102.299,77.8707,66.7968,
38.3841,49.467,59.7481,70.021,35.9537,24.8982,23.777,24.169,39.2287,50.5427,47.2456,44.1212,44.1581,48.2506,53.9702,108.067,50.5452,7.67539,55.379,60.8575,51.923,27.3479,120.226,161.624,163.283,162.565,36.0555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.4793,57.904,58.6158,59.1143,55.2466,30.0245,37.9,31.5228,81.2261,58.4938,37.7617,52.0331,3.0792,2.3094,1.73205,2.11695,1.73205,3.27165,1.73205,1.5396,2.3094,1.34715,0.96225,2.50185,1.5396,0.7698,9.81495,11.7395,25.7883,32.5241,21.7469,42.7239,16.5507,63.8968,147.38,65.3681,77.4165,117.74,119.141,69.3023,24.7062,9.43852,7.59001,9.54758,8.0193,9.16637,7.39971,1.75628,4.04145,3.4641,9.25447,26.1888,1.5396,0.7698,113.307,155.258,136.183,59.3384,39.6465,61.5468,145.888,150.134,150.057,94.0038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9612,49.3254,49.3254,49.9414,50.3321,48.3469,32.4608,27.266,55.1342,53.6766,63.8012,54.4011,
57.163,101.425,121.826,139.981,52.5517,28.7001,20.8454,27.4119,23.5975,27.6883,32.5226,50.9357,41.4955,37.4626,32.4137,58.632,42.6652,9.27179,13.4632,23.3434,21.8242,63.6479,140.126,162.494,163.053,54.3279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0639,57.6771,57.9337,58.5173,58.8482,41.664,48.7398,84.3451,90.7251,88.6902,62.0432,37.7807,24.0047,29.9337,46.6934,28.3119,13.494,2.11695,2.6943,2.88675,3.4641,3.27165,4.2339,2.6943,2.3094,2.50185,7.89045,31.7543,33.6788,31.5618,7.698,15.0111,48.305,41.3768,101.231,109.614,61.934,28.1315,51.6507,46.8867,38.3081,21.1703,12.1653,10.8692,9.9415,12.9852,32.2281,17.3798,25.8301,35.5384,62.8456,104.401,137.428,155.405,86.9308,91.9598,130.092,95.9876,37.5364,56.6703,47.2922,140.755,150.445,150.057,113.591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1703,49.3254,49.3254,49.9414,49.609,30.2083,58.0589,90.1728,82.9814,94.2996,98.4949,79.8368,
110.948,190.578,188.79,169.248,121.432,23.3743,63.995,118.472,122.616,92.4234,123.102,144.794,138.685,143.925,137.947,65.7326,22.3824,14.6135,8.03331,15.1212,42.6042,91.6605,131.548,109.041,37.0302,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3376,57.5934,57.8815,58.5993,58.6107,51.3391,29.1839,114.359,156.764,161.117,90.697,68.7894,47.9712,53.8647,73.2353,70.6776,50.0757,30.29,16.532,1.88202,1.42295,2.50185,1.50104,7.02581,4.08917,2.06538,29.4449,12.5093,19.4375,42.9164,66.9726,72.5537,26.2875,48.0604,56.5389,105.317,113.663,61.4943,20.5383,32.4132,91.8066,69.3846,10.095,8.32333,53.7731,74.2995,19.7959,52.7642,46.8761,29.097,26.9683,44.4509,83.0958,111.513,125.559,127.069,96.6283,66.4185,38.2461,36.0935,64.7711,48.8582,141.296,150.366,154.956,134.78,0.915849,0.222222,0.157135,1.13807,1,0.333333,0,0,0,0,0,0,0,0,0,0,41.6109,50.2494,49.8653,49.1793,32.191,54.4439,144.444,117.856,94.6917,91.3641,90.2715,78.2672,
140.443,207.347,169.051,134.058,88.6731,114.545,161.843,177.267,182.736,161.363,165.24,166.988,166.238,167.569,158.017,82.9839,19.599,4.63827,7.63537,9.05768,7.3413,3.05438,1.52459,1,1,0.111111,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0922,58.3126,58.7225,58.4257,57.8301,31.3884,89.7287,158.006,168.453,167.763,112.021,81.6325,30.4898,30.9523,42.519,40.412,26.5002,27.325,38.4924,31.9122,4.05907,4.64527,5.82216,4.41198,3.42644,55.4622,69.282,45.6107,23.2865,13.0866,34.2561,57.5426,74.2501,15.3231,38.1996,116.951,149.909,59.5004,34.1522,30.8099,61.0511,13.8691,7.72392,56.1661,158.433,110.268,27.7339,43.5712,56.077,47.6311,33.9123,27.9325,49.1692,66.6175,77.0227,76.9781,51.381,57.0244,45.1774,65.4546,59.4181,50.966,138.728,153.563,160.645,106.408,4.88173,4.95151,0.980936,1.54085,1.09205,0.333333,0,0,0,0,0,0,0,0,0,39.9388,56.6886,50.2137,49.6997,34.3323,56.3682,144.345,172.584,99.197,76.1488,71.4636,75.3126,65.9471,
145.349,178.767,106.983,77.3202,94.6019,179.521,185.922,186.536,184.097,164.678,167.134,167.134,167.134,157.907,93.3228,56.0931,0.525783,1.5396,1.4511,1.30075,1.9195,1.59804,0.555556,0.111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.05101,55.0751,58.7774,59.0596,56.2849,38.1537,46.2921,141.719,168.293,168.941,166.256,156.93,83.2378,25.2715,24.9541,24.7312,26.9863,39.2477,47.1329,51.9823,54.9448,15.3146,6.05592,8.94455,7.44239,21.2429,87.0537,85.0629,78.7121,55.4256,9.2376,8.66025,26.5581,64.2173,39.0389,80.1318,112.211,112.592,65.1954,55.8307,30.7299,53.5942,23.7153,8.7413,123.248,166.359,135.79,54.8782,28.2058,57.848,57.0466,50.105,38.3979,41.6771,36.0665,34.3657,33.0347,37.6159,80.5369,145.77,68.2825,28.1377,63.13,125.776,140.772,135.523,34.6886,8.14969,8.22938,5.20319,1.34604,1.02623,0.222222,0,0,0,0,0,0,0,0,26.7944,59.9943,60.2005,51.1301,48.9368,28.1401,129.831,172.606,157.44,89.4068,55.8105,49.0748,60.6866,60.2369,
